#            620002
XJP 23.3 1
#            620130
XJP 33.75 1
#            620131
GDS 9.4 1
HMS 18.4 1
HWS 26 1
WMP 15.85 1
XJP 7.9 1
YGD 15.8 1
#            620132
GDS 21.3 1
JJS 19.2 1
MEK 10.2 1
YGD 21.5 1
YZP 11 1
ZJG 18.56 1
#            620133
GDS 9.5 1
HMS 20.06 1
WMP 16 1
XJP 8 1
YGD 16.2 1
YZP 18.8 1
#            620134
GDS 39.95 1
HMS 54.5 1
MEK 18.2 1
XJP 48.8 1
YTS 54.6 1
YZP 37.5 1
ZJG 44.7 1
#            620135
GDS 17.9 1
HMS 28.7 1
HWS 30.2 1
MEK 42.26 1
WMP 18.6 1
XJP 11.4 1
YGD 29.9 1
YZP 33 1
#            620138
HMS 39.22 1
HWS 29.61 1
WMP 26.26 1
XJP 27.51 1
YZP 54.48 1
#            620139
HMS 32.7 1
HWS 21.8 1
LZZ 42.63 1
WMP 25.8 1
XJP 33.1 1
#            620140
MEK 15.45 1
ZJG 14.63 1
#            620141
GDS 13.46 1
XJP 20.2 1
#            620142
YTS 16.7 1
ZJG 34.8 1
#            620143
GDS 11.5 1
HMS 24.2 1
JJS 22 1
MEK 16.6 1
WMP 24.6 1
XJP 17 1
YGD 17.3 1
YZP 10.6 1
ZJG 27.99 1
#            620144
GDS 35.3 1
HMS 34.6 1
HWS 28.7 1
WMP 24.9 1
XJP 26.3 1
#            620145
GDS 13.5 1
HMS 23 1
HWS 33.85 1
JJS 20.7 1
MEK 21.59 1
WMP 24 1
XJP 17.7 1
YGD 16.7 1
YZP 9.9 1
ZJG 26.77 1
#            620146
GDS 24.1 1
HMS 9.7 1
HWS 21.5 1
JJS 11.2 1
LZZ 21.6 1
WMP 15.87 1
XJP 19 1
YGD 2.1 1
YTS 32.6 1
YZP 10.71 1
ZJG 19.9 1
#            620147
GDS 15.7 1
HMS 12.77 1
HWS 21 1
JJS 24.7 1
LZZ 30.57 1
MEK 33.8 1
WMP 9.5 1
XJP 6.9 1
YGD 13.1 1
YZP 17.04 1
ZJG 33.6 1
#            620148
GDS 30.19 1
HMS 48.27 1
JJS 40.8 1
MEK 9.83 1
WMP 47.42 1
XJP 41.07 1
YGD 39.53 1
YZP 30.71 1
ZJG 38.3 1
#            620149
GDS 17.8 1
HMS 11.8 1
HWS 22.71 1
JJS 18.16 1
LZZ 27.66 1
MEK 27.2 1
WMP 14 1
XJP 13.3 1
YGD 7.6 1
YZP 11.2 1
ZJG 25.33 1
#            620151
GDS 32.4 1
HMS 8.4 1
HWS 7.6 1
JJS 26.26 1
LZZ 17.4 1
WMP 11 1
XJP 21.9 1
YGD 17.2 1
#            620156
GDS 32.1 1
HMS 25.9 1
HWS 46.7 1
JJS 10.5 1
LZZ 41.7 1
XJP 34 1
YGD 17.8 1
YZP 12.5 1
ZJG 7.9 1
#            620159
GDS 33.16 1
HMS 9.17 1
HWS 8.4 1
JJS 24.8 1
LZZ 17.5 1
WMP 11.7 1
XJP 22.1 1
YGD 16.5 1
YZP 27.36 1
ZJG 33.6 1
#            620160
GDS 23.5 1
HMS 8.8 1
HWS 13.5 1
JJS 26.58 1
LZZ 26.35 1
WMP 2.6 1
XJP 12.9 1
YGD 14 1
YZP 22.14 1
ZJG 35.09 1
#            620161
YTS 13.8 1
#            620162
HMS 16.7 1
HWS 17.2 1
JJS 25.6 1
LZZ 8.8 1
XJP 32.5 1
YGD 22.13 1
YTS 36.8 1
YZP 29.6 1
ZJG 31.6 1
#            620163
GDS 2.7 1
HMS 27.2 1
HWS 34.8 1
JJS 30.2 1
MEK 21.2 1
WMP 23.3 1
XJP 13.7 1
YGD 22.61 1
YZP 18.5 1
ZJG 36.5 1
#            620164
GDS 2.7 1
HMS 27.9 1
JJS 31.2 1
MEK 21.4 1
WMP 23.4 1
XJP 13.6 1
YGD 24.22 1
YZP 18.5 1
#            620165
GDS 35.9 1
JJS 31.9 1
MEK 10.4 1
YGD 36.82 1
YTS 38.1 1
YZP 26.1 1
ZJG 27.2 1
#            620166
HMS 29.8 1
JJS 12.6 1
LZZ 31.9 1
YGD 21 1
YTS 17.7 1
YZP 16.4 1
ZJG 4.86 1
#            620169
HWS 48.6 1
WMP 49.89 1
#            620170
GDS 24.23 1
JJS 26.2 1
YZP 23.2 1
ZJG 33.9 1
#            620171
HMS 20.6 1
HWS 12.9 1
JJS 32.2 1
WMP 24 1
YGD 29.1 1
#            620172
GDS 13.4 1
WMP 31.5 1
#            620173
GDS 26.7 1
JJS 62.6 1
MEK 30 1
WMP 56 1
XJP 39.9 1
YGD 56 1
YZP 42.9 1
#            620175
EMS 20.3 1
GDS 25.7 1
HMS 21.2 1
JJS 11.7 1
MEK 19.4 1
WMP 27.2 1
XJP 25.8 1
YGD 13.1 1
YTS 28.7 1
YZP 4.1 1
ZJG 15.6 1
#            620177
JJS 63.61 1
WMP 60.15 1
YZP 48.71 1
ZJG 68.38 1
#            620178
EMS 19 1
GDS 19.9 1
HMS 21.8 1
JJS 14.6 1
MEK 17.17 1
WMP 26.2 1
YGD 14 1
YZP 3.4 1
ZJG 18.8 1
#            620179
JJS 30.1 1
YGD 36.6 1
#            620181
HWS 17.8 1
JJS 15.4 1
LZZ 13.9 1
XJP 27 1
YGD 11.3 1
YZP 20.3 1
#            620182
EMS 46.21 1
MDS 48.89 1
#            620183
EMS 25.4 1
JJS 26.59 1
XJP 31.5 1
YGD 22.77 1
YZP 32.95 1
#            620184
EMS 16.8 1
HMS 24.3 1
HWS 23.4 1
WMP 15.2 1
XJP 11.3 1
YGD 28.25 1
YZP 32.87 1
#            620185
EMS 26.5 1
HMS 16.9 1
HWS 16.8 1
JJS 26.6 1
WMP 23.6 1
XJP 32.5 1
YGD 22.9 1
YZP 31.1 1
ZJG 38.23 1
#            620186
MEK 9.84 1
#            620188
EMS 30.1 1
HMS 30.2 1
HWS 22.6 1
WMP 23.2 1
XJP 29.1 1
#            620189
EMS 25.3 1
HMS 25.3 1
JJS 11.1 1
MEK 19.9 1
WMP 30.5 1
XJP 30.8 1
YGD 17.5 1
YZP 9.9 1
ZJG 10.8 1
#            620190
EMS 14.7 1
GDS 11.4 1
HMS 24.9 1
HWS 30.35 1
JJS 36.75 1
WMP 17.9 1
XJP 6.9 1
YGD 24.3 1
YZP 25.3 1
#            620193
EMS 15.1 1
GDS 10.7 1
HMS 25 1
HWS 30.2 1
JJS 35.4 1
WMP 18.3 1
YGD 25.1 1
#            620194
HMS 19.2 1
HWS 13.1 1
LZZ 13.2 1
WMP 22.6 1
YGD 25.9 1
#            620195
EMS 14.2 1
GDS 28.2 1
HMS 17 1
HWS 11.9 1
WMP 6.8 1
XJP 16.6 1
YGD 23.6 1
YZP 29.1 1
#            620196
EMS 22.2 1
HMS 16.8 1
HWS 3.8 1
JJS 32.8 1
LZZ 21 1
WMP 15.1 1
XJP 26.4 1
YGD 25.7 1
YZP 32.5 1
#            620197
JJS 15.5 1
YGD 25.4 1
YTS 14.8 1
YZP 19.8 1
ZJG 5.5 1
#            620198
EMS 8.5 1
GDS 25.4 1
HMS 6.6 1
HWS 13.8 1
JJS 24 1
LZZ 25.25 1
WMP 4.6 1
XJP 14.6 1
YGD 13.1 1
YZP 21.5 1
ZJG 33.17 1
#            620199
EMS 8.6 1
GDS 25.4 1
HMS 7.4 1
HWS 13.8 1
JJS 25.18 1
LZZ 25.82 1
WMP 4.9 1
XJP 14.7 1
YGD 13.1 1
YZP 23.07 1
ZJG 33.53 1
#            620200
EMS 3.7 1
HMS 11.6 1
WMP 7 1
XJP 9.7 1
#            620201
EMS 25.6 1
HMS 16 1
HWS 15.5 1
JJS 24.9 1
LZZ 5.1 1
WMP 22.4 1
YGD 21.6 1
#            620202
YTS 30.5 1
ZJG 52.1 1
#            620203
EMS 24 1
GDS 27.8 1
HMS 23.6 1
JJS 9.9 1
MEK 19.3 1
WMP 28.8 1
XJP 29.94 1
YGD 15.8 1
YZP 8.2 1
#            620204
EMS 30.1 1
GDS 21 1
HMS 34.7 1
JJS 26.2 1
MEK 3.6 1
XJP 30.5 1
YGD 27 1
YZP 16.7 1
ZJG 25.6 1
#            620205
EMS 38.6 1
HMS 38 1
JJS 21.4 1
MEK 23.4 1
WMP 53.19 1
XJP 44.99 1
YGD 30 1
YTS 16.7 1
YZP 25.4 1
ZJG 12.3 1
#            620206
EMS 16.3 1
GDS 31.6 1
HMS 8 1
HWS 7.9 1
JJS 24.9 1
LZZ 18 1
WMP 11.9 1
XJP 22.4 1
YGD 17 1
YZP 25.7 1
ZJG 34.3 1
#            620208
EMS 12.8 1
HMS 16.1 1
HWS 14.3 1
JJS 33.8 1
WMP 7.1 1
XJP 14.1 1
YGD 22.1 1
YZP 27.8 1
#            620209
EMS 15.8 1
GDS 13.8 1
HMS 25.2 1
HWS 27.9 1
MEK 37.3 1
WMP 18.6 1
XJP 7.8 1
YGD 28.2 1
YZP 28.5 1
#            620210
EMS 12.9 1
HMS 15.5 1
HWS 13.2 1
WMP 7.1 1
XJP 13.9 1
YGD 21.4 1
#            620211
EMS 25.1 1
HMS 21.3 1
HWS 8.4 1
LZZ 24.8 1
WMP 19.2 1
XJP 28.4 1
YGD 28.3 1
#            620212
EMS 25.9 1
GDS 28 1
HMS 32.6 1
HWS 28.9 1
WMP 22.5 1
XJP 20 1
#            620213
EMS 13.1 1
GDS 25.3 1
HMS 15.3 1
HWS 13.1 1
WMP 5.9 1
XJP 13.1 1
YGD 21.9 1
#            620214
EMS 6 1
GDS 14.3 1
HMS 14.5 1
HWS 24 1
JJS 20.7 1
MEK 27 1
WMP 13 1
XJP 9.4 1
YGD 10.7 1
#            620215
EMS 25.9 1
GDS 28.8 1
HMS 34.5 1
HWS 28.9 1
JJS 55.2 1
LZZ 55.8 1
WMP 23.7 1
XJP 19.7 1
YGD 41.1 1
YZP 44.7 1
#            620216
EMS 28.3 1
HMS 18.5 1
HWS 14.9 1
JJS 29.5 1
LZZ 9.3 1
WMP 24.4 1
XJP 33 1
YGD 26 1
#            620217
EMS 21.3 1
GDS 39.9 1
HMS 16.7 1
HWS 3.6 1
WMP 14.4 1
XJP 26.7 1
YGD 25.1 1
YZP 36.3 1
#            620218
EMS 26.2 1
GDS 31.5 1
HWS 26.9 1
WMP 22.3 1
XJP 22.7 1
#            620219
EMS 27.4 1
GDS 31.7 1
HMS 34.4 1
WMP 25.2 1
XJP 21.4 1
YGD 38.8 1
#            620220
EMS 27.5 1
GDS 30 1
HMS 33.47 1
JJS 55.6 1
WMP 25.5 1
XJP 21.5 1
YGD 38.9 1
YZP 47.7 1
#            620221
JJS 50.1 1
YGD 66.1 1
YTS 26.7 1
YZP 56.8 1
ZJG 35.7 1
#            620223
WMP 45 1
XJP 46.1 1
#            620224
EMS 50.26 1
XJP 44.76 1
#            620225
EMS 48.84 1
#            620228
EMS 54.48 1
YGD 59 1
YZP 85.9 1
#            620229
JJS 68.42 1
XJP 44.36 1
YZP 84.37 1
#            620236
JJS 38.74 1
YTS 12.4 1
YZP 46 1
ZJG 24.3 1
#            620237
HMS 29.11 1
HWS 36.62 1
MDS 18.53 1
XJP 10 1
YGD 28.17 1
YZP 26.11 1
#            620238
EMS 14 1
GDS 15.9 1
JJS 41.2 1
WMP 15.3 1
XJP 7.5 1
YGD 25.8 1
#            620239
XJP 49.1 1
#            620241
EMS 39.56 1
HWS 51.42 1
JJS 72.67 1
MDS 39.36 1
WMP 37.47 1
XJP 31.44 1
#            620242
HWS 48.78 1
JJS 74.23 1
WMP 38.93 1
YGD 57.08 1
#            620243
MDS 40.44 1
XJP 33.72 1
#            620245
EMS 9.5 1
GDS 24.9 1
HMS 7 1
HWS 14.3 1
JJS 24.4 1
WMP 5.4 1
XJP 15.2 1
YGD 13.1 1
YZP 21.7 1
ZJG 31.4 1
#            620246
EMS 20.2 1
GDS 23.8 1
HMS 26.2 1
HWS 24.3 1
WMP 16.5 1
XJP 13.7 1
YGD 29.4 1
YZP 33.3 1
#            620247
EMS 21.9 1
HMS 23.9 1
XJP 25.8 1
YGD 15.6 1
YZP 6.1 1
ZJG 18.3 1
#            620248
YGD 33.8 1
YTS 13.9 1
#            620249
EMS 20.2 1
GDS 22.5 1
HMS 22.1 1
HWS 34.68 1
JJS 13 1
MEK 19.4 1
WMP 25.5 1
YGD 14.6 1
YZP 4.1 1
ZJG 16.9 1
#            620251
EMS 27.6 1
HMS 41.2 1
HWS 50.5 1
LZZ 70.85 1
MEK 36.2 1
WMP 35.1 1
XJP 20.9 1
YGD 39.2 1
YZP 37.3 1
ZJG 60.6 1
#            620252
EMS 14.4 1
GDS 11.4 1
HMS 24.1 1
HWS 31.3 1
JJS 36.4 1
LZZ 48.1 1
WMP 17.1 1
XJP 6.6 1
YGD 24.1 1
YZP 26.5 1
ZJG 48.9 1
#            620253
EMS 2.2 1
GDS 16.4 1
HMS 12.2 1
HWS 20.6 1
JJS 23.3 1
LZZ 27.5 1
WMP 9.9 1
XJP 8.2 1
YGD 11.6 1
#            620254
GDS 45.1 1
HMS 72.2 1
WMP 60.3 1
XJP 46.2 1
#            620256
EMS 15.8 1
GDS 13.7 1
HMS 25.1 1
HWS 27.7 1
JJS 35.9 1
MEK 37.81 1
WMP 17.8 1
XJP 10.26 1
YGD 26.19 1
YZP 29.06 1
#            620257
EMS 17.6 1
HMS 17.4 1
HWS 9.5 1
#            620258
EMS 14.6 1
GDS 25.4 1
HMS 19.2 1
HWS 17.1 1
WMP 10.2 1
XJP 13.3 1
YGD 24.2 1
YZP 31.8 1
#            620259
EMS 29.6 1
HMS 31.3 1
HWS 25 1
WMP 24.7 1
XJP 27.9 1
#            620260
GDS 50.2 1
WMP 46.5 1
XJP 44.8 1
#            620261
GDS 51.3 1
WMP 47.1 1
XJP 45.3 1
#            620262
GDS 50.2 1
XJP 44.6 1
#            620263
GDS 50.6 1
WMP 47.6 1
XJP 46.5 1
#            620264
EMS 50.4 1
XJP 45 1
#            620265
XJP 46.7 1
#            620266
EMS 42.9 1
GDS 40.7 1
WMP 41.7 1
#            620267
EMS 16.6 1
GDS 11.6 1
HMS 23.2 1
HWS 36 1
JJS 22.5 1
LZZ 47.8 1
MEK 20 1
WMP 25.2 1
YGD 21.03 1
YTS 48.4 1
YZP 11.8 1
ZJG 29.5 1
#            620268
EMS 27.5 1
HMS 16.4 1
JJS 26.8 1
LZZ 4.7 1
WMP 23.7 1
YGD 22.9 1
YZP 34.2 1
#            620270
EMS 16 1
GDS 6.8 1
HMS 27.3 1
WMP 20.3 1
XJP 8.6 1
YGD 25.7 1
#            620271
HMS 27.3 1
WMP 20.6 1
YGD 25.8 1
YZP 24.8 1
#            620272
EMS 15.6 1
GDS 11.5 1
WMP 17.9 1
XJP 6.9 1
#            620273
XJP 51.2 1
#            620274
XJP 44.9 1
#            620276
EMS 33 1
HMS 33.1 1
HWS 24.1 1
WMP 25.4 1
#            620277
EMS 32.2 1
HMS 32.2 1
HWS 24.3 1
WMP 25.5 1
XJP 31.2 1
#            620278
EMS 32.1 1
HMS 30.7 1
HWS 23.7 1
WMP 25.9 1
XJP 30.4 1
YGD 37.3 1
#            620279
EMS 27.5 1
GDS 13.6 1
HMS 38.4 1
MEK 38.2 1
WMP 31.9 1
YZP 35.7 1
#            620280
EMS 32.8 1
HMS 32.1 1
HWS 24.3 1
WMP 25.9 1
YGD 42.4 1
YZP 54.7 1
#            620281
EMS 31.4 1
GDS 40.1 1
HMS 37 1
HWS 24 1
JJS 50.1 1
WMP 25.3 1
XJP 30.7 1
#            620282
EMS 31.8 1
GDS 40.5 1
HMS 37.1 1
HWS 23.8 1
LZZ 49.17 1
WMP 25.65 1
YGD 42.78 1
#            620283
EMS 33.2 1
GDS 30.1 1
HMS 42.6 1
HWS 45.6 1
WMP 34.5 1
YGD 46.2 1
YZP 48.4 1
#            620284
EMS 16 1
GDS 7.1 1
HMS 27 1
HWS 31.5 1
WMP 20.7 1
XJP 8.8 1
YGD 26.03 1
YZP 24.9 1
#            620285
EMS 30.6 1
HWS 22.9 1
WMP 25 1
XJP 31.3 1
#            620286
EMS 29.9 1
GDS 13.4 1
HMS 41.4 1
MEK 36.8 1
WMP 34 1
XJP 20.1 1
YGD 40.2 1
YZP 35.4 1
#            620287
GDS 13.4 1
XJP 20.5 1
#            620288
EMS 31.8 1
HMS 32.1 1
HWS 23.6 1
WMP 25.6 1
XJP 31 1
#            620289
EMS 15.8 1
GDS 6.7 1
HMS 27.2 1
WMP 20.4 1
XJP 8.7 1
YGD 25 1
YZP 24.5 1
#            620290
EMS 32 1
HMS 34.1 1
HWS 23.9 1
WMP 26.2 1
XJP 31.1 1
#            620291
EMS 34.7 1
HMS 34.1 1
HWS 23.8 1
WMP 25.8 1
XJP 31.4 1
#            620292
HWS 23.7 1
WMP 24.7 1
XJP 33 1
#            620293
EMS 33.4 1
HMS 33.2 1
HWS 23.8 1
WMP 26.1 1
XJP 31 1
YGD 39.2 1
#            620294
EMS 31.7 1
GDS 13.3 1
HMS 41 1
JJS 40.1 1
WMP 38.7 1
XJP 28.3 1
YGD 36.6 1
YZP 26.3 1
ZJG 42.8 1
#            620295
EMS 33 1
HMS 35.9 1
HWS 25.7 1
WMP 26.1 1
#            620298
EMS 10 1
GDS 12.8 1
HMS 17.3 1
JJS 19.8 1
WMP 17.7 1
XJP 12.6 1
YGD 12.2 1
YZP 10.8 1
#            620299
EMS 30.4 1
HWS 22.9 1
WMP 23.7 1
XJP 29.9 1
#            620300
EMS 19.5 1
HMS 20 1
HWS 12.8 1
WMP 12.5 1
XJP 20.2 1
YGD 27.5 1
#            620302
GDS 35.8 1
#            620304
HWS 26 1
WMP 22.7 1
XJP 19.5 1
YZP 44.7 1
#            620305
EMS 37.9 1
WMP 30.5 1
XJP 35.5 1
#            620306
GDS 13.4 1
HMS 42.13 1
WMP 31.9 1
XJP 20.59 1
#            620307
EMS 27.4 1
GDS 13.6 1
HMS 42.46 1
WMP 32.98 1
XJP 20.94 1
YGD 38.27 1
YZP 34.5 1
#            620308
EMS 21.4 1
HMS 33.05 1
WMP 29.29 1
YGD 30.35 1
YZP 27.71 1
#            620311
EMS 9.9 1
GDS 23.68 1
HMS 13.2 1
HWS 14 1
XJP 11.9 1
YGD 19.48 1
YZP 26.9 1
#            620312
MEK 9.19 1
#            620313
MDS 53.57 1
MEK 99.04 1
WMP 55.68 1
XJP 46.51 1
#            620315
EMS 24.3 1
HMS 20.2 1
HWS 9 1
LZZ 24.6 1
WMP 17.7 1
#            620316
EMS 5.7 1
GDS 15 1
HMS 12.5 1
HWS 20.72 1
JJS 20.26 1
WMP 11.7 1
XJP 10.1 1
YGD 11 1
YZP 13.8 1
#            620317
EMS 41.47 1
HMS 51.05 1
HWS 48.92 1
MDS 45.32 1
WMP 39.55 1
XJP 32.83 1
#            620318
EMS 23.2 1
HMS 20.2 1
HWS 8.6 1
XJP 25.9 1
#            620319
GDS 19.75 1
MEK 20.31 1
WMP 45.03 1
YZP 33.04 1
#            620320
EMS 19.6 1
GDS 30.2 1
HMS 23.7 1
WMP 14.6 1
XJP 18.9 1
YGD 29.2 1
YZP 36.3 1
#            620321
XJP 31.5 1
#            620322
HMS 31.9 1
HWS 23.9 1
WMP 25.5 1
XJP 30.8 1
#            620323
EMS 34.6 1
HMS 39 1
HWS 27.7 1
XJP 30.1 1
#                 3
QCH 3.5 0.5
PWU 5.4 0.5
AXI 13.1 0.5
SPA 16.2 0.5
JHE 18.3 0.5
JJS 19.8 1
#                 4
JHE 4 0.5
WCH 7.1 0.5
MXI 8.2 0.5
YZP 8.4 1
#                 5
JLO 8 0.5
GDS 13.3 1
GZA 15.1 0.5
WMP 19 1
#                12
GDS 12.6 1
LFG 14.4 0.5
GZA 15 0.5
SMI 15 0.5
YHZ 17 0.5
MLI 18 0.5
DFU 19.6 0.5
XJP 20 1
DBC 20.9 0.5
YYC 25.1 0.5
XJI 24.4 0.5
JLO 7.1 0.5
#                36
MXI 5.9 0.5
HSH 6 0.5
WCH 6 0.5
SPA 8.8 0.5
PWU 12.8 0.5
MEK 14.2 1
#                44
XJP 11.8 1
XJI 14 0.5
GDS 2.2 1
GZA 3.2 0.5
#                82
GZA 6.6 0.5
SMI 7 0.5
JLO 9.5 0.5
LFG 10.7 0.5
#                98
XGS 9 0.5
